group,run,label,metric,mean,std_over_seeds,seed_means
raibert,2026-09-02_14-22-00,planner on measured $v_B$,mean_vy_error,0.21363642127982443,0.00013218285222405842,0.213622;0.213753;0.213434;0.213615;0.213759
raibert,2026-09-02_14-22-00,planner on measured $v_B$,mean_wz_error,0.09239305083144136,0.0003219983408459938,0.092739;0.092241;0.092208;0.092733;0.092043
raibert,2026-09-02_14-22-00,planner on measured $v_B$,mean_torque_norm,22.711225244348853,0.004930160574882753,22.706152;22.708813;22.719289;22.710452;22.711420
raibert,2026-09-02_14-22-00,planner on measured $v_B$,std_height,0.017336230218636388,8.828852896603712e-05,0.017233;0.017376;0.017249;0.017408;0.017415
raibert,2026-09-02_14-22-00,planner on measured $v_B$,mean_abs_pitch,0.08313289796530772,0.00018806416324798107,0.083150;0.083084;0.083447;0.082991;0.082992
raibert,2026-08-17_20-51-38,planner on commanded $v_{cmd}$,survival_rate,0.9977142857142857,0.00228571428571428,1.000000;0.998857;0.994286;0.998857;0.996571
raibert,2026-08-17_20-51-38,planner on commanded $v_{cmd}$,gait_contact_accuracy,0.9413540520312285,0.00026912951460166017,0.941179;0.941436;0.940977;0.941591;0.941587
raibert,2026-08-17_20-51-38,planner on commanded $v_{cmd}$,mean_vx_error,0.1718662057634449,0.0002913400280963763,0.171564;0.172207;0.172144;0.171661;0.171755
raibert,2026-08-17_20-51-38,planner on commanded $v_{cmd}$,mean_vy_error,0.21453018102567042,0.00039215257855428504,0.214479;0.214568;0.215148;0.214378;0.214077
raibert,2026-08-17_20-51-38,planner on commanded $v_{cmd}$,mean_wz_error,0.09217187809149349,0.0003744280010047009,0.091753;0.091968;0.092276;0.092116;0.092746
raibert,2026-08-17_20-51-38,planner on commanded $v_{cmd}$,mean_torque_norm,23.087664004998754,0.014168150999238134,23.089420;23.086736;23.106307;23.066486;23.089372
raibert,2026-08-17_20-51-38,planner on commanded $v_{cmd}$,std_height,0.01677268099590078,8.00631181138588e-05,0.016880;0.016811;0.016679;0.016783;0.016711
raibert,2026-08-17_20-51-38,planner on commanded $v_{cmd}$,mean_abs_pitch,0.03421000979948751,0.00013823701716706333,0.034222;0.034440;0.034135;0.034170;0.034082
